baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,relationship,baseline_family_gene_count,alternative_family_gene_count,orthogroups,alternative_gene_ids,alternative_gene_names,renamed_one_to_one
GCF_000005845.2,b0223,yafJ,GCF_003697165.2,one_to_one,1,1,OG0000706,EAS44_RS19360,yafJ,False
GCF_000005845.2,b0224,dpaA,GCF_003697165.2,one_to_one,1,1,OG0000707,EAS44_RS19355,dpaA,False
GCF_000005845.2,b0225,yafQ,GCF_003697165.2,no_ortholog,1,0,OG0005226,,,False
GCF_000005845.2,b0226,dinJ,GCF_003697165.2,no_ortholog,1,0,OG0005783,,,False
GCF_000005845.2,b0227,yafL,GCF_003697165.2,one_to_one,1,1,OG0000708,EAS44_RS19350,yafL,False
GCF_000005845.2,b0228,rayT,GCF_003697165.2,one_to_one,1,1,OG0003557,EAS44_RS19345,rayT,False
GCF_000005845.2,b0229,lfhA,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0230,lafU,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0231,dinB,GCF_003697165.2,one_to_one,1,1,OG0000709,EAS44_RS19330,dinB,False
GCF_000005845.2,b0232,yafN,GCF_003697165.2,one_to_one,1,1,OG0000710,EAS44_RS19325,yafN,False
GCF_000005845.2,b0233,yafO,GCF_003697165.2,one_to_many,1,2,OG0003558,EAS44_RS08530;EAS44_RS19320,EAS44_RS08530;yafO,False
GCF_000005845.2,b0234,yafP,GCF_003697165.2,one_to_one,1,1,OG0000711,EAS44_RS19315,yafP,False
GCF_000005845.2,b0235,ykfJ,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0236,prfH,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0237,pepD,GCF_003697165.2,one_to_one,1,1,OG0000712,EAS44_RS19300,pepD,False
GCF_000005845.2,b0238,gpt,GCF_003697165.2,one_to_one,1,1,OG0000713,EAS44_RS19295,gpt,False
GCF_000005845.2,b0239,frsA,GCF_003697165.2,one_to_one,1,1,OG0000714,EAS44_RS19290,frsA,False
GCF_000005845.2,b0240,crl,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4710,insB9,GCF_003697165.2,no_ortholog,1,0,OG0000001,,,False
GCF_000005845.2,b4709,insA9,GCF_003697165.2,many_to_one,8,1,OG0000001,EAS44_RS00665,EAS44_RS00665,False
GCF_000005845.2,b0241,phoE,GCF_003697165.2,one_to_one,1,1,OG0000373,EAS44_RS19280,phoE,False
GCF_000005845.2,b0242,proB,GCF_003697165.2,one_to_one,1,1,OG0000715,EAS44_RS19275,proB,False
GCF_000005845.2,b0243,proA,GCF_003697165.2,one_to_one,1,1,OG0000716,EAS44_RS19270,proA,False
GCF_000005845.2,b0244,thrW,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4626,ykfN,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0245,ykfI,GCF_003697165.2,many_to_one,3,1,OG0000218,EAS44_RS22575,cbtA,False
GCF_000005845.2,b0246,yafW,GCF_003697165.2,no_ortholog,1,0,OG0003868,,,False
GCF_000005845.2,b4504,ykfH,GCF_003697165.2,no_ortholog,1,0,OG0004521,,,False
GCF_000005845.2,b0247,ykfG,GCF_003697165.2,many_to_many,3,3,OG0000086,EAS44_RS04790;EAS44_RS21285;EAS44_RS22560,EAS44_RS04790;EAS44_RS21285;EAS44_RS22560,False
GCF_000005845.2,b0248,yafX,GCF_003697165.2,many_to_one,2,1,OG0000054,EAS44_RS00620,EAS44_RS00620,False
GCF_000005845.2,b0249,ykfF,GCF_003697165.2,one_to_one,1,1,OG0000219,EAS44_RS00555,EAS44_RS00555,True
GCF_000005845.2,b0250,ykfB,GCF_003697165.2,no_ortholog,1,0,OG0004386,,,False
GCF_000005845.2,b0251,yafY,GCF_003697165.2,no_ortholog,1,0,OG0004387,,,False
GCF_000005845.2,b4627,ykfL,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4628,ykfK,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0252,yafZ,GCF_003697165.2,many_to_many,2,3,OG0000055,EAS44_RS00510;EAS44_RS04800;EAS44_RS21300,EAS44_RS00510;EAS44_RS04800;EAS44_RS21300,False
GCF_000005845.2,b0253,ykfA,GCF_003697165.2,many_to_many,2,4,OG0000124,EAS44_RS04820;EAS44_RS10565;EAS44_RS21320;EAS44_RS22530,EAS44_RS04820;EAS44_RS10565;EAS44_RS21320;EAS44_RS22530,False
GCF_000005845.2,b0254,perR,GCF_003697165.2,many_to_one,2,1,OG0003559,EAS44_RS08260,dsdC,False
GCF_000005845.2,b4587,insN,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0256,insI1,GCF_003697165.2,many_to_one,3,1,OG0003560,EAS44_RS21505,EAS44_RS21505,False
GCF_000005845.2,b4690,eyeA,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0258,ykfC,GCF_003697165.2,one_to_many,1,2,OG0000351,EAS44_RS22440;EAS44_RS22445,EAS44_RS22440;EAS44_RS22445,False
GCF_000005845.2,b0259,insH1,GCF_003697165.2,no_ortholog,1,0,OG0000024,,,False
GCF_000005845.2,b0260,mmuP,GCF_003697165.2,many_to_one,2,1,OG0000220,EAS44_RS09510,lysP,False
GCF_000005845.2,b0261,mmuM,GCF_003697165.2,many_to_one,2,1,OG0000221,EAS44_RS23335,metH,False
GCF_000005845.2,b0262,afuC,GCF_003697165.2,no_ortholog,1,0,OG0004388,,,False
GCF_000005845.2,b0263,afuB,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0264,insB2,GCF_003697165.2,no_ortholog,1,0,OG0000001,,,False
GCF_000005845.2,b0265,insA2,GCF_003697165.2,many_to_one,8,1,OG0000001,EAS44_RS00665,EAS44_RS00665,False
GCF_000005845.2,b4708,insI2,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4505,insX,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0266,yagB,GCF_003697165.2,no_ortholog,1,0,OG0003868,,,False
GCF_000005845.2,b0267,yagA,GCF_003697165.2,no_ortholog,1,0,OG0005291,,,False
GCF_000005845.2,b0268,yagE,GCF_003697165.2,many_to_one,3,1,OG0000013,EAS44_RS21220,yjhH,False
GCF_000005845.2,b0269,yagF,GCF_003697165.2,many_to_one,2,1,OG0003869,EAS44_RS21225,yjhG,False
GCF_000005845.2,b0270,yagG,GCF_003697165.2,no_ortholog,1,0,OG0000007,,,False
GCF_000005845.2,b0271,yagH,GCF_003697165.2,no_ortholog,1,0,OG0005603,,,False
GCF_000005845.2,b0272,xynR,GCF_003697165.2,no_ortholog,1,0,OG0003526,,,False
GCF_000005845.2,b0273,argF,GCF_003697165.2,no_ortholog,1,0,OG0004335,,,False
GCF_000005845.2,b4766,argL,GCF_003697165.2,no_ortholog,1,0,OG0005830,,,False
GCF_000005845.2,b4688,ykgS,GCF_003697165.2,no_ortholog,1,0,OG0004449,,,False
GCF_000005845.2,b0274,insB3,GCF_003697165.2,no_ortholog,1,0,OG0000001,,,False
GCF_000005845.2,b0275,insA3,GCF_003697165.2,many_to_one,8,1,OG0000001,EAS44_RS00665,EAS44_RS00665,False
GCF_000005845.2,b0276,yagJ,GCF_003697165.2,no_ortholog,1,0,OG0005283,,,False
GCF_000005845.2,b0277,yagK,GCF_003697165.2,many_to_many,2,4,OG0000125,EAS44_RS04840;EAS44_RS10630;EAS44_RS21380;EAS44_RS22515,EAS44_RS04840;EAS44_RS10630;EAS44_RS21380;EAS44_RS22515,False
GCF_000005845.2,b0278,yagL,GCF_003697165.2,no_ortholog,1,0,OG0006150,,,False
GCF_000005845.2,b0279,yagM,GCF_003697165.2,no_ortholog,1,0,OG0005808,,,False
GCF_000005845.2,b4729,ykgV,GCF_003697165.2,no_ortholog,1,0,OG0005382,,,False
GCF_000005845.2,b0280,yagN,GCF_003697165.2,no_ortholog,1,0,OG0005112,,,False
GCF_000005845.2,b0281,intF,GCF_003697165.2,no_ortholog,1,0,OG0005490,,,False
GCF_000005845.2,b0282,yagP,GCF_003697165.2,many_to_one,2,1,OG0000011,EAS44_RS19150,EAS44_RS19150,False
GCF_000005845.2,b0283,paoD,GCF_003697165.2,many_to_one,2,1,OG0000222,EAS44_RS05550,yqeB,False
GCF_000005845.2,b0284,paoC,GCF_003697165.2,no_ortholog,1,0,OG0000018,,,False
GCF_000005845.2,b0285,paoB,GCF_003697165.2,many_to_one,2,1,OG0000126,EAS44_RS05590,xdhB,False
GCF_000005845.2,b0286,paoA,GCF_003697165.2,no_ortholog,1,0,OG0000127,,,False
GCF_000005845.2,b0287,yagU,GCF_003697165.2,one_to_one,1,1,OG0003561,EAS44_RS19230,yagU,False
GCF_000005845.2,b0288,ykgJ,GCF_003697165.2,one_to_one,1,1,OG0000717,EAS44_RS19220,ykgJ,False
GCF_000005845.2,b0289,ecpE,GCF_003697165.2,one_to_one,1,1,OG0003870,EAS44_RS19215,ecpE,False
GCF_000005845.2,b0290,ecpD,GCF_003697165.2,one_to_one,1,1,OG0003871,EAS44_RS19210,ecpD,False
GCF_000005845.2,b0291,ecpC,GCF_003697165.2,one_to_one,1,1,OG0003872,EAS44_RS19205,ecpC,False
GCF_000005845.2,b0292,ecpB,GCF_003697165.2,one_to_one,1,1,OG0003873,EAS44_RS19200,ecpB,False
GCF_000005845.2,b0293,ecpA,GCF_003697165.2,one_to_one,1,1,OG0003874,EAS44_RS19195,ecpA,False
GCF_000005845.2,b0294,matA,GCF_003697165.2,one_to_one,1,1,OG0000718,EAS44_RS19190,ecpR,True
GCF_000005845.2,b0295,ykgL,GCF_003697165.2,no_ortholog,1,0,OG0004389,,,False
GCF_000005845.2,b4506,ykgO,GCF_003697165.2,one_to_one,1,1,OG0003717,EAS44_RS19175,ykgO,False
GCF_000005845.2,b0296,ykgM,GCF_003697165.2,one_to_one,1,1,OG0003562,EAS44_RS19170,ykgM,False
GCF_000005845.2,b4671,ykgR,GCF_003697165.2,one_to_one,1,1,OG0002973,EAS44_RS19165,ykgR,False
GCF_000005845.2,b4630,ykgP,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0297,eaeH,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0298,insE1,GCF_003697165.2,no_ortholog,1,0,OG0000009,,,False
GCF_000005845.2,b0299,insF1,GCF_003697165.2,no_ortholog,1,0,OG0000009,,,False
GCF_000005845.2,b0300,ykgA,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4631,ykgQ,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0301,rclC,GCF_003697165.2,one_to_one,1,1,OG0003875,EAS44_RS19110,rclC,False
GCF_000005845.2,b0303,rclB,GCF_003697165.2,one_to_one,1,1,OG0003563,EAS44_RS19105,rclB,False
GCF_000005845.2,b0304,rclA,GCF_003697165.2,one_to_one,1,1,OG0003564,EAS44_RS19100,rclA,False
GCF_000005845.2,b0305,rclR,GCF_003697165.2,one_to_one,1,1,OG0003565,EAS44_RS19095,rclR,False
GCF_000005845.2,b0306,ykgE,GCF_003697165.2,one_to_one,1,1,OG0003177,EAS44_RS19090,ykgE,False
GCF_000005845.2,b0307,ykgF,GCF_003697165.2,one_to_one,1,1,OG0003178,EAS44_RS19085,ykgF,False
GCF_000005845.2,b0308,ykgG,GCF_003697165.2,one_to_one,1,1,OG0003179,EAS44_RS19080,ykgG,False
GCF_000005845.2,b0310,ykgH,GCF_003697165.2,no_ortholog,1,0,OG0004390,,,False
GCF_000005845.2,b0311,betA,GCF_003697165.2,one_to_one,1,1,OG0003876,EAS44_RS19040,betA,False
GCF_000005845.2,b0312,betB,GCF_003697165.2,one_to_one,1,1,OG0003508,EAS44_RS19035,betB,False
GCF_000005845.2,b0313,betI,GCF_003697165.2,one_to_one,1,1,OG0003877,EAS44_RS19030,betI,False
GCF_000005845.2,b0314,betT,GCF_003697165.2,one_to_one,1,1,OG0003566,EAS44_RS19025,betT,False
GCF_000005845.2,b4730,yahV,GCF_003697165.2,no_ortholog,1,0,OG0005678,,,False
GCF_000005845.2,b0315,pdeL,GCF_003697165.2,one_to_many,1,2,OG0000087,EAS44_RS19020;EAS44_RS19055,hyxR;pdeL,False
GCF_000005845.2,b0316,yahB,GCF_003697165.2,one_to_one,1,1,OG0000719,EAS44_RS19015,yahB,False
GCF_000005845.2,b0317,yahC,GCF_003697165.2,one_to_one,1,1,OG0000720,EAS44_RS19010,yahC,False
GCF_000005845.2,b0318,yahD,GCF_003697165.2,one_to_one,1,1,OG0000721,EAS44_RS19005,yahD,False
GCF_000005845.2,b0319,yahE,GCF_003697165.2,one_to_one,1,1,OG0000722,EAS44_RS19000,yahE,False
GCF_000005845.2,b0320,yahF,GCF_003697165.2,one_to_one,1,1,OG0000723,EAS44_RS18995,fdrA,True
GCF_000005845.2,b0321,yahG,GCF_003697165.2,one_to_one,1,1,OG0000724,EAS44_RS18990,yahG,False
GCF_000005845.2,b0322,yahH,GCF_003697165.2,no_ortholog,1,0,OG0004504,,,False
GCF_000005845.2,b0323,yahI,GCF_003697165.2,one_to_one,1,1,OG0000725,EAS44_RS18985,yahI,False
GCF_000005845.2,b0324,yahJ,GCF_003697165.2,one_to_one,1,1,OG0000726,EAS44_RS18980,yahJ,False
GCF_000005845.2,b0325,yahK,GCF_003697165.2,one_to_many,1,2,OG0000088,EAS44_RS18950;EAS44_RS21530,ahr;yahK,False
GCF_000005845.2,b0326,yahL,GCF_003697165.2,no_ortholog,1,0,OG0004391,,,False
GCF_000005845.2,b4845,xtpA,GCF_003697165.2,no_ortholog,1,0,OG0004963,,,False
GCF_000005845.2,b0327,yahM,GCF_003697165.2,no_ortholog,1,0,OG0004392,,,False
GCF_000005845.2,b0328,yahN,GCF_003697165.2,one_to_one,1,1,OG0003567,EAS44_RS18940,yahN,False
GCF_000005845.2,b0329,yahO,GCF_003697165.2,one_to_one,1,1,OG0000727,EAS44_RS18935,yahO,False
GCF_000005845.2,b0330,prpR,GCF_003697165.2,one_to_one,1,1,OG0000728,EAS44_RS18930,prpR,False
GCF_000005845.2,b0331,prpB,GCF_003697165.2,one_to_one,1,1,OG0000729,EAS44_RS18925,prpB,False
GCF_000005845.2,b0333,prpC,GCF_003697165.2,one_to_one,1,1,OG0000730,EAS44_RS18920,prpC,False
GCF_000005845.2,b0334,prpD,GCF_003697165.2,one_to_one,1,1,OG0000731,EAS44_RS18915,prpD,False
GCF_000005845.2,b0335,prpE,GCF_003697165.2,one_to_one,1,1,OG0000732,EAS44_RS18910,prpE,False
GCF_000005845.2,b0336,codB,GCF_003697165.2,one_to_one,1,1,OG0000128,EAS44_RS18905,codB,False
GCF_000005845.2,b0337,codA,GCF_003697165.2,one_to_one,1,1,OG0000733,EAS44_RS18900,codA,False
GCF_000005845.2,b0338,cynR,GCF_003697165.2,no_ortholog,1,0,OG0003568,,,False
GCF_000005845.2,b0339,cynT,GCF_003697165.2,no_ortholog,1,0,OG0003878,,,False
GCF_000005845.2,b0340,cynS,GCF_003697165.2,no_ortholog,1,0,OG0003879,,,False
GCF_000005845.2,b0341,cynX,GCF_003697165.2,many_to_one,2,1,OG0000223,EAS44_RS11780,nimT,False
GCF_000005845.2,b0342,lacA,GCF_003697165.2,many_to_one,2,1,OG0000129,EAS44_RS18895,lacA,False
GCF_000005845.2,b0343,lacY,GCF_003697165.2,one_to_one,1,1,OG0000734,EAS44_RS18890,lacY,False
GCF_000005845.2,b0344,lacZ,GCF_003697165.2,many_to_one,2,1,OG0000056,EAS44_RS18885,lacZ,False
GCF_000005845.2,b0345,lacI,GCF_003697165.2,one_to_one,1,1,OG0003180,EAS44_RS18880,lacI,False
GCF_000005845.2,b0346,mhpR,GCF_003697165.2,no_ortholog,1,0,OG0003569,,,False
GCF_000005845.2,b0347,mhpA,GCF_003697165.2,no_ortholog,1,0,OG0003181,,,False
GCF_000005845.2,b0348,mhpB,GCF_003697165.2,no_ortholog,1,0,OG0003570,,,False
GCF_000005845.2,b0349,mhpC,GCF_003697165.2,no_ortholog,1,0,OG0003571,,,False
GCF_000005845.2,b0350,mhpD,GCF_003697165.2,no_ortholog,1,0,OG0003182,,,False
GCF_000005845.2,b0351,mhpF,GCF_003697165.2,no_ortholog,1,0,OG0003572,,,False
GCF_000005845.2,b0352,mhpE,GCF_003697165.2,no_ortholog,1,0,OG0003573,,,False
GCF_000005845.2,b0353,mhpT,GCF_003697165.2,no_ortholog,1,0,OG0000224,,,False
GCF_000005845.2,b0354,yaiL,GCF_003697165.2,one_to_one,1,1,OG0000735,EAS44_RS18870,yaiL,False
GCF_000005845.2,b0355,frmB,GCF_003697165.2,one_to_one,1,1,OG0003574,EAS44_RS18865,fghA,True
GCF_000005845.2,b0356,frmA,GCF_003697165.2,one_to_one,1,1,OG0000736,EAS44_RS18860,frmA,False
GCF_000005845.2,b0357,frmR,GCF_003697165.2,many_to_one,2,1,OG0000034,EAS44_RS18855,frmR,False
GCF_000005845.2,b0358,yaiO,GCF_003697165.2,one_to_one,1,1,OG0003575,EAS44_RS18850,yaiO,False
GCF_000005845.2,b4579,yaiX,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b0360,insC1,GCF_003697165.2,many_to_one,12,1,OG0000019,EAS44_RS00120,EAS44_RS00120,False
GCF_000005845.2,b0361,insD1,GCF_003697165.2,many_to_one,12,1,OG0000019,EAS44_RS00120,EAS44_RS00120,False
GCF_000005845.2,b0363,yaiP,GCF_003697165.2,many_to_one,2,1,OG0000130,EAS44_RS18840,yaiP,False
GCF_000005845.2,b4731,ykiC,GCF_003697165.2,no_ortholog,1,0,OG0004031,,,False
GCF_000005845.2,b0364,yaiS,GCF_003697165.2,one_to_one,1,1,OG0003880,EAS44_RS18835,EAS44_RS18835,True
GCF_000005845.2,b0365,tauA,GCF_003697165.2,one_to_one,1,1,OG0000737,EAS44_RS18830,tauA,False
GCF_000005845.2,b0366,tauB,GCF_003697165.2,one_to_one,1,1,OG0000738,EAS44_RS18825,tauB,False
GCF_000005845.2,b0367,tauC,GCF_003697165.2,one_to_one,1,1,OG0003183,EAS44_RS18820,tauC,False
GCF_000005845.2,b0368,tauD,GCF_003697165.2,one_to_one,1,1,OG0000739,EAS44_RS18815,tauD,False
GCF_000005845.2,b0369,hemB,GCF_003697165.2,one_to_one,1,1,OG0000740,EAS44_RS18810,hemB,False
GCF_000005845.2,b4580,yaiT,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4767,ytiB,GCF_003697165.2,no_ortholog,1,0,OG0005423,,,False
GCF_000005845.2,b0372,insF2,GCF_003697165.2,no_ortholog,1,0,OG0000009,,,False
GCF_000005845.2,b0373,insE2,GCF_003697165.2,no_ortholog,1,0,OG0000009,,,False
GCF_000005845.2,b0375,iprA,GCF_003697165.2,one_to_one,1,1,OG0000741,EAS44_RS18800,iprA,False
GCF_000005845.2,b0376,ampH,GCF_003697165.2,one_to_one,1,1,OG0000742,EAS44_RS18795,ampH,False
GCF_000005845.2,b0377,sbmA,GCF_003697165.2,one_to_one,1,1,OG0000743,EAS44_RS18790,sbmA,False
GCF_000005845.2,b0378,yaiW,GCF_003697165.2,one_to_one,1,1,OG0000744,EAS44_RS18785,yaiW,False
GCF_000005845.2,b0379,yaiY,GCF_003697165.2,one_to_one,1,1,OG0000745,EAS44_RS18780,yaiY,False
GCF_000005845.2,b0380,yaiZ,GCF_003697165.2,one_to_one,1,1,OG0000746,EAS44_RS18775,yaiZ,False
GCF_000005845.2,b0381,ddlA,GCF_003697165.2,one_to_one,1,1,OG0000747,EAS44_RS18770,ddlA,False
GCF_000005845.2,b0382,iraP,GCF_003697165.2,one_to_one,1,1,OG0000748,EAS44_RS18765,iraP,False
GCF_000005845.2,b0383,phoA,GCF_003697165.2,one_to_one,1,1,OG0000749,EAS44_RS18760,phoA,False
GCF_000005845.2,b0384,psiF,GCF_003697165.2,one_to_one,1,1,OG0003184,EAS44_RS18755,psiF,False
GCF_000005845.2,b0385,dgcC,GCF_003697165.2,one_to_one,1,1,OG0000750,EAS44_RS18750,adrA,True
GCF_000005845.2,b0386,proC,GCF_003697165.2,one_to_one,1,1,OG0000751,EAS44_RS18745,proC,False
GCF_000005845.2,b0387,yaiI,GCF_003697165.2,one_to_one,1,1,OG0000752,EAS44_RS18740,yaiI,False
GCF_000005845.2,b0388,aroL,GCF_003697165.2,one_to_one,1,1,OG0000753,EAS44_RS18735,aroL,False
GCF_000005845.2,b0389,yaiA,GCF_003697165.2,one_to_one,1,1,OG0000754,EAS44_RS18730,yaiA,False
GCF_000005845.2,b0390,aroM,GCF_003697165.2,one_to_one,1,1,OG0000755,EAS44_RS18725,aroM,False
GCF_000005845.2,b0391,ppnP,GCF_003697165.2,one_to_one,1,1,OG0000756,EAS44_RS18720,ppnP,False
GCF_000005845.2,b0392,ykiA,GCF_003697165.2,no_protein,1,0,,,,False
GCF_000005845.2,b4732,ykiD,GCF_003697165.2,one_to_one,1,1,OG0003699,EAS44_RS18710,EAS44_RS18710,True
GCF_000005845.2,b0393,rdgC,GCF_003697165.2,one_to_one,1,1,OG0000757,EAS44_RS18705,rdgC,False
GCF_000005845.2,b0394,mak,GCF_003697165.2,one_to_one,1,1,OG0000758,EAS44_RS18700,mak,False
GCF_000005845.2,b0396,araJ,GCF_003697165.2,one_to_one,1,1,OG0003185,EAS44_RS18695,araJ,False
GCF_000005845.2,b0397,sbcC,GCF_003697165.2,one_to_one,1,1,OG0000759,EAS44_RS18690,sbcC,False
GCF_000005845.2,b0398,sbcD,GCF_003697165.2,one_to_one,1,1,OG0000760,EAS44_RS18685,sbcD,False
GCF_000005845.2,b0399,phoB,GCF_003697165.2,one_to_one,1,1,OG0000761,EAS44_RS18680,phoB,False
GCF_000005845.2,b0400,phoR,GCF_003697165.2,one_to_one,1,1,OG0000762,EAS44_RS18675,phoR,False
GCF_000005845.2,b0401,brnQ,GCF_003697165.2,one_to_one,1,1,OG0000763,EAS44_RS18670,brnQ,False
GCF_000005845.2,b0402,proY,GCF_003697165.2,one_to_one,1,1,OG0000764,EAS44_RS18665,proY,False
GCF_000005845.2,b0403,malZ,GCF_003697165.2,one_to_one,1,1,OG0000765,EAS44_RS18660,malZ,False
GCF_000005845.2,b0404,acpH,GCF_003697165.2,one_to_one,1,1,OG0000766,EAS44_RS18655,acpH,False
GCF_000005845.2,b0405,queA,GCF_003697165.2,one_to_one,1,1,OG0000767,EAS44_RS18650,queA,False
GCF_000005845.2,b0406,tgt,GCF_003697165.2,one_to_one,1,1,OG0000225,EAS44_RS18645,tgt,False
GCF_000005845.2,b0407,yajC,GCF_003697165.2,one_to_one,1,1,OG0000768,EAS44_RS18640,yajC,False
GCF_000005845.2,b0408,secD,GCF_003697165.2,one_to_one,1,1,OG0000769,EAS44_RS18635,secD,False
GCF_000005845.2,b0409,secF,GCF_003697165.2,one_to_one,1,1,OG0000770,EAS44_RS18630,secF,False
GCF_000005845.2,b0410,yajD,GCF_003697165.2,one_to_one,1,1,OG0000771,EAS44_RS18625,yajD,False
GCF_000005845.2,b0411,tsx,GCF_003697165.2,one_to_many,1,2,OG0000226,EAS44_RS18620;EAS44_RS23760,EAS44_RS23760;tsx,False
GCF_000005845.2,b0412,yajI,GCF_003697165.2,one_to_one,1,1,OG0000772,EAS44_RS18615,yajI,False
GCF_000005845.2,b0413,nrdR,GCF_003697165.2,one_to_one,1,1,OG0000773,EAS44_RS18610,nrdR,False
GCF_000005845.2,b0414,ribD,GCF_003697165.2,one_to_one,1,1,OG0000774,EAS44_RS18605,ribD,False
GCF_000005845.2,b0415,ribE,GCF_003697165.2,one_to_one,1,1,OG0000775,EAS44_RS18600,ribE,False
GCF_000005845.2,b0416,nusB,GCF_003697165.2,one_to_one,1,1,OG0000776,EAS44_RS18595,nusB,False
GCF_000005845.2,b0417,thiL,GCF_003697165.2,one_to_one,1,1,OG0000777,EAS44_RS18590,thiL,False
GCF_000005845.2,b0418,pgpA,GCF_003697165.2,one_to_one,1,1,OG0000778,EAS44_RS18585,pgpA,False
GCF_000005845.2,b0419,yajO,GCF_003697165.2,one_to_one,1,1,OG0000779,EAS44_RS18580,yajO,False
GCF_000005845.2,b0420,dxs,GCF_003697165.2,one_to_one,1,1,OG0000780,EAS44_RS18575,dxs,False
GCF_000005845.2,b0421,ispA,GCF_003697165.2,one_to_one,1,1,OG0000781,EAS44_RS18570,ispA,False
GCF_000005845.2,b0422,xseB,GCF_003697165.2,one_to_one,1,1,OG0000782,EAS44_RS18565,xseB,False
GCF_000005845.2,b0423,thiI,GCF_003697165.2,one_to_one,1,1,OG0000783,EAS44_RS18560,thiI,False
GCF_000005845.2,b0424,yajL,GCF_003697165.2,one_to_one,1,1,OG0000784,EAS44_RS18555,yajL,False
GCF_000005845.2,b0425,panE,GCF_003697165.2,one_to_one,1,1,OG0000785,EAS44_RS18550,panE,False
GCF_000005845.2,b0426,yajQ,GCF_003697165.2,one_to_one,1,1,OG0000786,EAS44_RS18545,yajQ,False
GCF_000005845.2,b0427,yajR,GCF_003697165.2,one_to_one,1,1,OG0000787,EAS44_RS18540,yajR,False
GCF_000005845.2,b0428,cyoE,GCF_003697165.2,one_to_one,1,1,OG0000788,EAS44_RS18535,cyoE,False
GCF_000005845.2,b0429,cyoD,GCF_003697165.2,one_to_one,1,1,OG0000789,EAS44_RS18530,cyoD,False
GCF_000005845.2,b0430,cyoC,GCF_003697165.2,one_to_one,1,1,OG0000790,EAS44_RS18525,cyoC,False
GCF_000005845.2,b0431,cyoB,GCF_003697165.2,one_to_one,1,1,OG0000791,EAS44_RS18520,cyoB,False
GCF_000005845.2,b0432,cyoA,GCF_003697165.2,one_to_one,1,1,OG0000792,EAS44_RS18515,cyoA,False
GCF_000005845.2,b0433,ampG,GCF_003697165.2,one_to_one,1,1,OG0000793,EAS44_RS18510,ampG,False
GCF_000005845.2,b0434,yajG,GCF_003697165.2,one_to_one,1,1,OG0000794,EAS44_RS18505,yajG,False
GCF_000005845.2,b0435,bolA,GCF_003697165.2,one_to_one,1,1,OG0000795,EAS44_RS18500,bolA,False
GCF_000005845.2,b0436,tig,GCF_003697165.2,one_to_one,1,1,OG0000796,EAS44_RS18495,tig,False
GCF_000005845.2,b0437,clpP,GCF_003697165.2,one_to_one,1,1,OG0000797,EAS44_RS18490,clpP,False
GCF_000005845.2,b0438,clpX,GCF_003697165.2,one_to_one,1,1,OG0000798,EAS44_RS18485,clpX,False
GCF_000005845.2,b0439,lon,GCF_003697165.2,one_to_one,1,1,OG0000799,EAS44_RS18480,lon,False
GCF_000005845.2,b0440,hupB,GCF_003697165.2,one_to_one,1,1,OG0000432,EAS44_RS18475,hupB,False
GCF_000005845.2,b0441,ppiD,GCF_003697165.2,one_to_one,1,1,OG0000800,EAS44_RS18470,ppiD,False
GCF_000005845.2,b0442,ybaV,GCF_003697165.2,one_to_one,1,1,OG0000801,EAS44_RS18465,ybaV,False
GCF_000005845.2,b0443,fadM,GCF_003697165.2,one_to_one,1,1,OG0000802,EAS44_RS18460,fadM,False
GCF_000005845.2,b0444,queC,GCF_003697165.2,one_to_one,1,1,OG0000803,EAS44_RS18455,queC,False
GCF_000005845.2,b0445,ybaE,GCF_003697165.2,one_to_one,1,1,OG0003186,EAS44_RS18450,ybaE,False
GCF_000005845.2,b0446,cof,GCF_003697165.2,one_to_one,1,1,OG0000804,EAS44_RS18445,cof,False
GCF_000005845.2,b0447,decR,GCF_003697165.2,one_to_one,1,1,OG0000805,EAS44_RS18440,decR,False
GCF_000005845.2,b0448,mdlA,GCF_003697165.2,one_to_one,1,1,OG0000806,EAS44_RS18435,mdlA,False
